name,slug,chains,contract_addresses,kyc_status,kyc_date,audit_status,audit_date,audit_score,verification_tier,renounced,kyc_certificate_urls,audit_report_urls,audit_certificate_urls
Nebula Finance,nebula-finance,BSC,,approved,2023-07-22,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Nebula%20Finance%20KYC%20Certificate.png,,
ThorFi,thorfi,,0x8f47416cae600bccf9530e9f3aeaa06bdd1caa79,approved,2023-01-13,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/ThorFi%20KYC%20Certificate.png,,
Sparkclo Network,sparkclo-network,BSC,0x29eda3367ea5d7d0f577276254629380cea339ba,approved,2024-04-27,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Sparkclo%20Network%20KYC%20Certificate.png,,
Serenity Token,serenity-token,,0x33d6064f0dfb62462a74049f30909ddd4f683ba2,approved,2021-01-01,none,,,kyc-only,no,,,
Block Social Network,block-social-network,Ethereum,0x715e2b708bcf22243ba918e47127540d1273a6c4,none,,completed,2024-09-20,85,audit-only,no,,https://github.com/Assure-DeFi/Audits/blob/1362f3bed03416a7c9418f229bca9cf7c53d8c5f/ASSUREDEFI_Block%20Social%20Network_BSN_TOKEN_2024_09_20_Audit.pdf https://github.com/Assure-DeFi/Audits/blob/main/ASSUREDEFI_Block%20Social%20Network_BSN_TOKEN_2024_09_20_Audit.pdf https://github.com/Assure-DeFi/Audits/blob/main/Block%20Social%20Network_TOKEN_09_20_24.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/Block%20Social%20Network_TOKEN_09_20_24.png https://github.com/Assure-DeFi/Audit-Certificates/blob/main/Block_Social_Network_Audit_Certificate_09_20_2024.png
Shiba Labs,shiba-labs,Ethereum,,rejected,2023-03-28,none,,,rejected,no,,,
888BITS,888bits,Ethereum,tba,approved,2024-07-30,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/888BITS%20KYC%20Certificate.png,,
Reign Protocol,reign-protocol,,0x07f20dabe6da77858b81e2b08c555477268bd92a,approved,2022-07-26,none,,,kyc-only,no,,,
Blind Faith,blind-faith,Solana,7pclvzxifarraxazdcuwgr8hfpxxykeq9rk33zscduvc,approved,2025-03-11,completed,,,full,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Blind%20Faith%20KYC%20Certificate.png,https://github.com/Assure-DeFi/Audits/blob/main/BlindFaith_ADV_08_12_25.pdf https://github.com/Assure-DeFi/Audits/blob/main/BlindFaith_SOL_FinalAudit_03_26_2025.pdf https://github.com/Assure-DeFi/Audits/blob/main/Blind%20Faith_SOL_03_20_25.pdf https://github.com/Assure-DeFi/Audits/blob/main/BlindFaith_ADV3_08_12_25.pdf https://github.com/Assure-DeFi/Audits/blob/main/BlindFaith_ADV2_08_12_25.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/BlindFaith_ADV_08_12_25.png
Amara Finance,amara-finance,,0x0d2faa2064129ecbfaccd45be33dea3bcd3f8863,approved,2021-01-01,none,,,kyc-only,no,,,
Shibarium Perpetuals,shibarium-perpetuals,,,approved,2023-03-16,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Shibarium%20Perpetuals%20KYC%20Certificate.png,,
Poultry.Money,poultry-money,,,approved,2021-01-01,none,,,kyc-only,no,,,
Cat Wif Guitar,cat-wif-guitar,Solana,,approved,2024-04-04,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Cat%20Wif%20Guitar%20KYC%20Certificate.png,,
Pepe Monsta,pepe-monsta,,0xc80285cbe1b73aa6b7f984abdc7ee85cced6df43,approved,2023-05-19,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Pepe%20Monsta%20KYC%20Certificate.png,,
Memecubator,memecubator,,,approved,2023-05-19,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Memecubator%20KYC%20Certificate.png,,
Quantum Leap,quantum-leap,,,approved,2021-01-01,none,,,kyc-only,no,,,
Robotexon,robotexon,Ethereum,0x32d4c7ecee527a84d11250597a0725858a607369,approved,2025-08-11,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Robotexon%20KYC%20Certificate.png,,
MemeStars,memestars,BSC,0x5a3616581dd9f3c8c3cc42578a407a63ce42f6b4,approved,2023-11-11,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/MemeStars%20KYC%20Certificate.png,https://github.com/Assure-DeFi/Audits/blob/main/Meme%20Stars_%20ERC%2020%20token_11_10_2023.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/Meme%20Stars_%20ERC%2020%20token_11_10_2023.png
StarWar,starwar,,,approved,2023-03-20,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/StarWar%20KYC%20Certificate.png,,
ROSWELL,roswell,Arbitrum,,rejected,2023-03-08,none,,,rejected,no,,,
Fractal,fractal,Ethereum,0xc3c833e5622840493317e8ca87788caf49b6dc19,rejected,2024-04-27,none,,,rejected,no,,,
OmniGPT,omnigpt,Solana,6rnu1tyknfpw7h2zxq8dsmj6spe95tzeufungjxbwkbf,approved,2024-07-27,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/OmniGPT%20KYC%20Certificate.png,,
Athena AI,athena-ai,Ethereum,0x9425351048b32c659a22623337d9e1232789876e,approved,2024-09-15,none,,,kyc-only,yes,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Athena%20AI%20KYC%20Certificate.png,,
Odds Notify,odds-notify,Ethereum,tba,approved,2024-08-29,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Odds%20Notify%20KYC%20Certificate.png,,
MemeLordz,memelordz,Base,0xf261ff53cfdb39651510f7319442610b412d9e7b,approved,2024-10-20,completed,,,full,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Meme%20Lordz%20KYC%20Certificate.png https://github.com/Assure-DeFi/KYC-Certificates/blob/main/MemeLordz%20KYC%20Certificate.png,https://github.com/Assure-DeFi/Audits/blob/main/MEMELORDZ_BASE_10_22_24.pdf https://github.com/Assure-DeFi/Audits/blob/main/MEMELORDZ_BSC_10_22_24.pdf https://github.com/Assure-DeFi/Audits/blob/main/MemeLordz_ADV_09_12_24.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/MEMELORDZ_BASE_BSC_10_22_24.png
Arcane Coin,arcane,Ethereum,0xa819fa2cf50fb232df68f731bca3e54e88498ae1,none,,completed,2024-01-22,85,audit-only,yes,,https://github.com/Assure-DeFi/Audits/blob/main/ARCANE_ERC20%20token_01_22_2024.pdf https://github.com/Assure-DeFi/Audits/blob/main/ARCANE_ERC%2020_01_18_2024.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/ARCANE_ERC20%20token_01_22_2024.png
SolDate,soldate,,,approved,2021-01-01,none,,,kyc-only,no,,,
Dyadnum,dyadnum,Ethereum,,approved,2025-09-12,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Dyadnum%20KYC%20Certificate.png,,
Robo Inu,robo-inu,,0x7b32e70e8d73ac87c1b342e063528b2930b15ceb,approved,2021-01-01,none,,,kyc-only,no,,,
Flux Exchange,flux-exchange,,,approved,2022-05-05,none,,,kyc-only,no,,,
Maxi Barsik,maxi-barsik,Metis,,approved,2024-03-08,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Maxi%20Barsik%20KYC%20Certificate.png,,
MagaDonalds,magadonalds,Solana,,rejected,2024-06-21,none,,,rejected,no,,,
Yield Hunt,yield-hunt,,,approved,2021-01-01,none,,,kyc-only,no,,,
VULTR,vultr,Solana,,approved,2026-01-30,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/VULTR%20KYC%20Certificate.png,,
LADA,lada,,0xa85141ba556c78e16b26bf88a5f414d703c1b7e1,approved,2024-02-19,completed,2024-02-20,100,full,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/LADA%20KYC%20Certificate.png,https://github.com/Assure-DeFi/Audits/blob/main/LADA_TOKEN_02_20_24.pdf https://github.com/Assure-DeFi/Audits/blob/main/LADA_ERC20%20Token_02_20_2024.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/LADA_TOKEN_02_20_24.png
POLFEX,polfex,BSC,0x02d35b6698964d104e55bb21beb157117f64b896,approved,2023-08-05,completed,2023-08-07,81,full,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/POLFEX%20KYC%20Certificate.png,https://github.com/Assure-DeFi/Audits/blob/main/POLFEX_ERC%2020%20Token_08_27_2023.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/Polfex_ERC%2020%20Token_08_26_2023.png
Smart Donna,smart-donna,Ethereum,,approved,2024-10-02,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Smart%20Donna%20KYC%20Certificate.png,,
AIBotBuilder,aibotbuilder,Ethereum,,approved,2023-12-07,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/AIBotBuilder%20KYC%20Certificate.png,,
CONAN,conan,Ethereum,0xe6502cee5b040d813d0a9d8cba60c096a22e3ec9,none,,completed,2024-03-29,95,audit-only,no,,https://github.com/Assure-DeFi/Audits/blob/main/CONAN_TOKEN_03_28_24.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/CONAN_TOKEN_03_29_24.png
Spring Game,spring-game,,0xaf0bd10e1b6b995e54f342c78dacd25291e0d3b2,approved,2022-05-18,none,,,kyc-only,no,,,
0 Knowledge Network,0-knowledge-network,,,rejected,2023-07-04,completed,2023-08-07,,rejected,no,,https://github.com/Assure-DeFi/Audits/blob/main/ZeroKnowledgeNetwork_ERC%2020%20Token_08_07_2023.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/Zero%20Knowledge%20Network_ERC%2020%20Token_08_07_2023.png
ProtocolX,protocolx,,0x5ec500c5c6f0a270b633d5d5f0c3b9eb9b041455,approved,2022-07-13,none,,,kyc-only,no,,,
Crypto Hub,crypto-hub,Ethereum,0x6923f9b683111dcc0e20124e9a031deeae5dad93,approved,2023-10-17,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Crypto%20Hub%20KYC%20Certificate.png,,
ONYX,onyx,Solana,blnp6kqt6uqirkgqsqznkmovz24rbovs37rhvmegqf3h,approved,2024-08-03,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/ONYX%20KYC%20Certificate.png,,
Kenny,kenny,Ethereum,0xfd55d7e7396be8fd3d3e857875c88d36ee47,approved,2023-07-07,completed,2023-07-28,85,full,no,,https://github.com/Assure-DeFi/Audits/blob/main/KENNY%20Audit_ERC20%20Token_7_28_23.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/Kenny_ERC%2020%20Token_7_28_2023.png
InvestFi,investfi,Ethereum,0x12defef07b7d8f5e549106402ebab8f875f4b27a,approved,2024-03-26,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/InvestFi%20KYC%20Certificate.png,,
PadmonDAO,padmondao,,,approved,2023-03-31,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/PadmonDAO%20KYC%20Certificate.png,,
Solana Money Loop,loop,Solana,bvjjwhjurlqtv7j3qn5hmxtfyjywzegvqors9zwngem,approved,2025-10-14,completed,,,full,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Loop%20-%20KYC%20Certificate.png,https://github.com/Assure-DeFi/Audits/blob/main/LOOP_SOL_10_13_25.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/LOOP_SOL_10_13_25.png
French Polynesia Token 2.0,french-polynesia-token-2-0,,,approved,2021-01-01,none,,,kyc-only,no,,,
The Bandit Project,the-bandit-project,,0xf22894d191212b6871182417df61ad832bce57c7,approved,2022-08-02,none,,,kyc-only,no,,,
Polite Raptors,polite-raptors,,,approved,2021-01-01,none,,,kyc-only,no,,,
Moonclave,moonclave,Solana,,approved,2025-11-03,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Moonclave%20KYC%20Certificate.png,,
MetaLords,metalords,,,approved,2021-01-01,none,,,kyc-only,no,,,
Insomnia DAO,insomnia-dao,Ethereum,,rejected,2022-12-12,none,,,rejected,no,,,
BIGGIE,biggie,Ethereum,0x95ae252633e9ea03bdfe67874b349b41163464ce,approved,2025-09-22,none,,,kyc-only,yes,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/BIGGIE%20KYC%20Certificate.png,,
UniLion,unilion,,0xa228257c5c9dacb07ff9997527e054bdfe7dee92,approved,2021-01-01,none,,,kyc-only,no,,,
World Challenge Game,world-challenge-game,,,approved,2023-11-16,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/World%20Challenge%20Game%20KYC%20Certificate.png,,
AstroX,astrox,,,approved,2022-11-15,none,,,kyc-only,no,,,
Pepe Planet,pepe-planet,,0xa058d879b6367b0eee3c3997df886bb0401667f3,approved,2023-05-30,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Pepe%20Planet%20KYC%20Certificate.png,,
Mewn Inu,mewn-inu,,0x9de1f279fc38ab86358e999957e6cc76ce961b29,approved,2021-01-01,none,,,kyc-only,no,,,
CrypCade,crypcade,,,approved,2021-01-01,none,,,kyc-only,no,,,
Dairy.Money,dairy-money,,0x4d81911f0e30d2e12dcc954091701b39dc59e34a,approved,2021-01-01,none,,,kyc-only,no,,,
Munch Project,munch-project,,0xea2836c58b83d03c6f07fc8035472dc1914f9f3b,approved,2024-07-28,completed,,,full,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Munch%20Project%20KYC%20Certificate.png,,
WonderGame Metaverse,wondergame-metaverse,,,approved,2021-01-01,none,,,kyc-only,no,,,
SMART AI,smart-ai,Ethereum,,approved,2024-03-23,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/SMART%20AI%20KYC%20Certificate.png,,
Hydra Ecosystem,hydra-ecosystem,Ethereum,0x8cc5aba81a610f4fc01b42c83508ce7a59b8cc10,rejected,2023-08-07,none,,,rejected,yes,,,
BurnSwap,burnswap,,,approved,2023-05-01,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/BurnSwap%20KYC%20Certificate.png,,
FindLands,findlands,Ethereum,0xb4d5f535b2bde3c09e3afc55545c487c7f4c9515,approved,2024-07-24,none,,,kyc-only,yes,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/FindLands%20KYC%20Certificate.png,,
Pure Fun,pure-fun,Solana,purenrmvkdav5rcrpjon1pwh3yxqgj8s7svwrsrmscp | t2,approved,2025-09-08,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Pure%20Fun%20KYC%20Certificate.png,,
Kronos DAO,kronos-dao,,,approved,2021-01-01,none,,,kyc-only,no,,,
Sifu Inu,sifu-inu,,,approved,2021-01-01,none,,,kyc-only,no,,,
CryptoFans DAO,cryptofans-dao,,,approved,2021-01-01,none,,,kyc-only,no,,,
Macro Browser,macro-browser,Ethereum,,approved,2025-08-02,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Macro%20Browser%20KYC%20Certificate.png,,
Hibby Money,hibby-money,,,approved,2022-08-10,none,,,kyc-only,no,,,
CAT DUCK,catduck,,7fuhwmucgmrfwjluovxe699gfabd8uy9czabamcvg4q6,none,,completed,,,audit-only,no,,https://github.com/Assure-DeFi/Audits/blob/main/CatDUCK_SOL_09_06_24.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/CatDUCK_SOL_09_06_24.png
OraX,orax,Ethereum,,approved,2025-01-19,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/OraX%20KYC%20Certificate%201.png,,
Rollback,rollback,Ethereum,0xa563ae4f348e93c7f50e8fcbffafa44f5aed0b36,approved,2025-07-20,completed,,,full,yes,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Rollback%20KYC%20Certificate.png,https://github.com/Assure-DeFi/Audits/blob/main/ROLLBACK_WALLET_08_26_25.pdf https://github.com/Assure-DeFi/Audits/blob/main/ROLLBACK_ADV_08_23_25.pdf https://github.com/Assure-DeFi/Audits/blob/main/ROLLBACK_WALLET_08_18_25.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/ROLLBACK_WALLET_08_26_25.png
RatAlert,ratalert,,,approved,2021-01-01,none,,,kyc-only,no,,,
NitroDome,nitrodome,,,approved,2024-02-07,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/NitroDome%20KYC%20Certificate.png,,
BlockXpress,blockxpress,,0x2090bd6d3f005b9d190609170204d5d788414f9b,approved,2022-07-19,none,,,kyc-only,no,,https://github.com/Assure-DeFi/Audits/blob/main/BlockXpress_%20ERC%2020%20token_11_03_2023.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/BlockXpress_%20ERC%2020%20token_11_03_2023.png
Qoodo.io,qoodo-io,,,approved,2023-09-04,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Qoodo.io%20KYC%20Certificate.png,,
BitGate,bitgate,Ethereum,,rejected,2024-04-27,none,,,rejected,no,,,
Sharp AI,sharp-ai,Ethereum,0x6ea953cc904e3038f8c0cc6925ad6ba76c5e179d,approved,2024-10-09,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Sharp%20AI%20KYC%20Certificate.png,,
Meme Racers,meme-racers,,,approved,2023-03-10,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Meme%20Racers%20KYC%20Certificate.png,,
Flokispin,flokispin,Ethereum,0x1210019f89a5960b2887fa630f1df79128422426,rejected,2023-01-19,none,,,rejected,no,,,
Barbie,barbie,Ethereum,0xa622e612140a0d048b447be09ce47ff4d584e03b,approved,2023-08-18,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Barbie%20KYC%20Certificate.png,,
Xero AI,xero-ai,Ethereum,,approved,2024-03-18,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Xero%20AI%20KYC%20Certificate.png,,
Chainbased,chainbased,Arbitrum,0xf300cba230cd799323d0e2ce2027851c97a5972d,approved,2024-11-24,completed,,,full,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Chainbased%20KYC%20Certificate.png,https://github.com/Assure-DeFi/Audits/blob/main/CHAIN%20BASED_ADV_12_02_24.pdf https://github.com/Assure-DeFi/Audits/blob/main/CHAIN%20BASED_TOKEN_11_27_24.pdf https://github.com/Assure-DeFi/Audits/blob/main/CHAIN%20BASED_ADV_11_22_24.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/CHAIN%20BASED_ADV_12_02_24.png
FTMlaunch,ftmlaunch,,0x9613288dcf37c14324ab64eb53b2e7be7292d724,approved,2021-01-01,none,,,kyc-only,no,,,
World Of Apes,world-of-apes,,,approved,2021-01-01,none,,,kyc-only,no,,,
Capital Aggregator Token,capital-aggregator-token,,0x686c77609afe6a2fac50421888530288b441fbd6,approved,2021-01-01,none,,,kyc-only,no,,,
CyberShield,cybershield,Ethereum,,approved,2024-04-10,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/CyberShield%20KYC%20Certificate.png,,
Punk Rocks,punk-rocks,Bitrock,0xf8a20d203dc257172c11a45d784feb21190c44f8,approved,2024-02-05,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Punk%20Rocks%20KYC%20Certificate.png,,
Chooky,chooky,Ethereum,0x244748587f145c0571e92e85429d711d1b4cc43a,approved,2023-10-23,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Chooky%20KYC%20Certificate.png,,
