name,slug,chains,contract_addresses,kyc_status,kyc_date,audit_status,audit_date,audit_score,verification_tier,renounced,kyc_certificate_urls,audit_report_urls,audit_certificate_urls
The Hextech Project,the-hextech-project,,,approved,2021-01-01,none,,,kyc-only,no,,,
Decentralized NFT Algorithm,decentralized-nft-algorithm,,,approved,2022-05-04,none,,,kyc-only,no,,,
Shiba Inu X,shiba-inu-x,BSC,0x056dcb53d2cc0869c27fe47d4621318585794ec8,rejected,2023-09-24,none,,,rejected,no,,,
Altcoinist,altcoinist,,,approved,2024-02-03,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Altcoinist%20KYC%20Certificate.png,,
SHILLD,shilld,Ethereum,0x3adf095d04311d7bf05c838f0d3dc34a83d81ab6,approved,2023-08-29,completed,2023-08-30,91,full,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/SHILLD%20KYC%20Certificate.png,https://github.com/Assure-DeFi/Audits/blob/main/SHILLD_ERC%2020%20Token_08_30_2023.pdf https://github.com/Assure-DeFi/Audits/blob/main/20230830_ASSUREDEFI_SHILLD_SHILLD_Audit_230830_231102.pdf https://github.com/Assure-DeFi/Audits/blob/main/20230830_ASSUREDEFI_SHILLD_SHILLD_Audit.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/SHILLD_ERC%2020%20Token_8_30_2023.png
Decentralized ETF,decentralized-etf,,0xa5c1940fa491e830a5a25bda04986f741f08fd26,approved,2021-01-01,none,,,kyc-only,no,,,
Novacore,novacore,Ethereum,0xb2c42a595c9147dd6146cc559e584c306c70e8e6,approved,2023-12-31,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/NovaCore%20KYC%20Certificate.png,,
Galactic Goons,galactic-goons,,,approved,2021-01-01,none,,,kyc-only,no,,,
Alto,alto,Ethereum,contract not deployed yet | t2,approved,2025-12-14,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Alto%20KYC%20Certificate.png,,
EthBurn,ethburn,,0xd1c0c25c5d7ba21df222bd2623ecbc0cb264b5f4,approved,2022-11-01,none,,,kyc-only,no,,,
Blue Pepe,blue-pepe,,0xfa2dea7a1619476988827dad8923f6f2a18dd782,approved,2023-05-14,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Blue%20Pepe%20KYC%20Certificate.png,,
Bictory Finance,bictory-finance,,,approved,2022-07-11,none,,,kyc-only,no,,,
TradeHive,tradehive,Ethereum,0xe41de38463d2828f725d9d039d723279d2f37620,rejected,2023-02-04,none,,,rejected,yes,,,
Thravos,thravos,Base,0x125cfdbb86a2bc1e298ee546bd98e3f4f75a23ca,approved,2024-12-05,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Thravos%20KYC%20Certificate.png,,
ELONTIX,elontix,Ethereum,,approved,2023-06-24,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Elontix%20KYC%20Certificate.png,https://github.com/Assure-DeFi/Audits/blob/main/ELONTIX%20Audit_ERC20%20Token_7_28_23.pdf,
Legendary Safuu Club,legendary-safuu-club,,,approved,2022-09-08,none,,,kyc-only,no,,,
Kernel Finance,kernel-finance,,,approved,2021-01-01,none,,,kyc-only,no,,,
Nebula AI,nebula-ai,Ethereum,0x701c7542cd5d69494ef9fc8829a7f6093ad8084c,approved,2025-03-28,none,,,kyc-only,no,,,
AURK,aurk,Ethereum,0xea00c770f3948519f2c551f72d82b5a226f6ba05,none,2026-01-12,completed,,,audit-only,no,,https://github.com/Assure-DeFi/Audits/blob/main/AURK_ADV_1_12_26.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/AURK_ADV_1_12_26.png
Barium Network,barium-network,Arbitrum,0x533dddbfddd628bd43a70e564e924f97321892c9,rejected,2023-05-29,none,,,rejected,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Barium%20Network%20KYC%20Certificate.png,,
Gradient,gradient,Ethereum,0xa776a95223c500e81cb0937b291140ff550ac3e4,approved,2025-06-18,completed,,,full,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Gradient%20KYC%20Certificate.png,https://github.com/Assure-DeFi/Audits/blob/main/GRADIENT_MM_09_22_25.pdf https://github.com/Assure-DeFi/Audits/blob/main/Gradient_Bundle_07_11_25.pdf https://github.com/Assure-DeFi/Audits/blob/main/Gradient_Bundle_07_09_25.pdf https://github.com/Assure-DeFi/Audits/blob/main/Gradient_Bundle_07_06_25.pdf https://github.com/Assure-DeFi/Audits/blob/main/Gradient_OrderBook_ADV_06_12_25.pdf https://github.com/Assure-DeFi/Audits/blob/main/Gradient_ADV_06_11_25.pdf https://github.com/Assure-DeFi/Audits/blob/main/Gradient_ADV_06_05_25.pdf https://github.com/Assure-DeFi/Audits/blob/main/Gradient_ADV_06_02_25.pdf https://github.com/Assure-DeFi/Audits/blob/main/Gradient_ADV_05_30_25.pdf https://github.com/Assure-DeFi/Audits/blob/main/Gradient_ADV_4_09_20_25.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/GRADIENT_MM_09_22_25.png https://github.com/Assure-DeFi/Audit-Certificates/blob/main/Gradient_OrderBook_ADV_06_12_25.png https://github.com/Assure-DeFi/Audit-Certificates/blob/main/Gradient_ADV_06_05_25.png
Superverse,superverse,BSC,0xe82b6f44964e7157031ee5a2d808af9812e24f13,approved,2023-11-29,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Superverse%20KYC%20Certificate.png,,
Wooooo Coin,wooooo-coin,Ethereum,0x9b73ff728d7d4a423e2166a8dfaa1e79d30cdde9,approved,2024-01-23,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Wooooo%20Coin%20KYC%20Certificate.png,,
deHedge.Fund,dehedge-fund,,,approved,2023-02-28,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/deHedge.Fund%20KYC%20Certificate.png,,
GrokGrow,grokgrow,Ethereum,0x377de38159bf87111c1523055b4a8c3a1a971722 | 0x9279e052f1c3e6de937d9837e88fdf780ce5ee73,approved,2023-12-06,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/GrokGrow%20KYC%20Certificate.png,https://github.com/Assure-DeFi/Audits/blob/main/GrokGrow_BSC_ERC%2020%20Token_12_18_23.pdf https://github.com/Assure-DeFi/Audits/blob/main/GrokGrow_v1_ERC20%20Token_12_06_2023.pdf https://github.com/Assure-DeFi/Audits/blob/main/GrokGrow_v2_ERC%2020%20Token_12_06_2023.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/GrokGrow_BSC_ERC%2020%20Token_12_18_23.png https://github.com/Assure-DeFi/Audit-Certificates/blob/main/GrokGrow_ERC%2020%20Token_12_06_2023.png https://github.com/Assure-DeFi/Audit-Certificates/blob/main/GrokGrow_ERC%2020%20Token_12_06_23.png
Cellex,cellex,Ethereum,0x9c4ab3c926ad52e1281f6e8783cb4fe4512c5e3f,none,2025-06-15,completed,,,audit-only,no,,https://github.com/Assure-DeFi/Audits/blob/main/CELLEX_ADV_06_13_25.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/CELLEX_ADV_06_13_25.png
Univerz DAO,univerz-dao,,0x1f1c8b8caa6d207c68f1bbf26b8f38ac83fab086,approved,2023-06-06,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Univerz%20DAO%20KYC%20Certificate.png,,
ZODOR,zodor,Ethereum,0x8258df28cbaa51199c0a8b7e1de1d669e4be9fc1,approved,2025-03-10,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/ZODOR%20KYC%20Certificate.png,,
Mesh AI,mesh-ai,,,rejected,2024-10-01,none,,,rejected,no,,,
Push Rug,push-rug,BSC,0x3e07568d4353c09434e8cbde6c089ffb0c07b63c,rejected,2023-05-23,none,,,rejected,no,,,
Mage Labs,mage-labs,Base,,approved,2024-05-22,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Mage%20Labs%20KYC%20Certificate.png,,
VitalikMumDOGE,vitalikmumdoge,Metis,0xae4065d87fcc9b7c99596c68c464415eef87a48a,none,,completed,2024-02-13,88,audit-only,no,,https://github.com/Assure-DeFi/Audits/blob/main/VITALIKMUMDOGE_ERC%2020%20Token_02_13_2024.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/VITALIKMUMDOGE_ERC%2020%20Token_02_13_2024.png
CraftIsland,craftisland,,,approved,2021-01-01,none,,,kyc-only,no,,,
Our Grim Imperium,our-grim-imperium,,0xfcad61bd44f6a965cb278e17e157cf33ddc105ba,approved,2023-03-03,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Our%20Grim%20Imperium%20KYC%20Certificate.png,,
DUMBASS UNCHAINED,dumbass-unchained,Bitrock,0x47094defb05e50309499acd572fa107c89c3b305,approved,2024-04-05,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/DUMBASS%20UNCHAINED%20KYC%20Certificate.png,,
Olympus Inu DAO,olympus-inu-dao,,0x98f817765f69c802a7b188a3165a3267ad2d1123,approved,2021-01-01,none,,,kyc-only,no,,,
Floppa,floppa,Ethereum,0x993247236c4b1b8474b586b55440046e9ee6ec76,rejected,2023-05-28,none,,,rejected,no,,,
Astra Ai,astra-ai,Ethereum,0x0aa8a7d1fb4c64b3b1dcea9a7ade81c59c25b95b,approved,2025-05-22,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Astra%20Ai%20KYC%20Certificate.png,,
TaxSolutions.AI,taxsolutions-ai,Ethereum,0x2f65c4c067a9d65875ba60b078ac7c17d522fcca,approved,2024-10-23,none,,,kyc-only,yes,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/TaxSolutions.AI%20KYC%20Certificate.png,,
Pepe Arab,pepe-arab,Ethereum,0xd573710db209ca8461cba0dff6ec67f815821c3f,none,2025-01-24,completed,,,audit-only,no,,https://github.com/Assure-DeFi/Audits/blob/main/PepeArab_ADV_01_24_24.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/PepeArab_ADV_01_24_24.png
FatBoy,fatboy,Ethereum,,approved,2023-03-09,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/FatBoy%20KYC%20Certificate.png,,
Frost Nodes,frost-nodes,,0x1fd40eb4e8b945ed1ad098d90ddf8a3e5537db55,approved,2021-01-01,none,,,kyc-only,no,,,
SmartNodes,smartnodes,,,approved,2021-01-01,none,,,kyc-only,no,,,
COLD,cold,,,approved,2023-03-09,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/COLD%20KYC%20Certificate.png,,
Athen,athen,,,approved,2021-01-01,none,,,kyc-only,no,,,
Dark Forest x Nature,dark-forest-x-nature,,,approved,2021-01-01,none,,,kyc-only,no,,,
TurboSwap,turboswap,,,approved,2023-03-21,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/TurboSwap%20KYC%20Certificate.png,,
Karen PEPE,karen-pepe,Ethereum,0xfe6f2e70f30a0894d0aee79e11653275e89c7bd6,approved,2023-11-03,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Karen%20PEPE%20KYC%20Certificate.png,,
Token Events,token-events,Ethereum,,approved,2025-02-15,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Token%20Events%20KYC%20Certificate.png,,
Freedom Global Token 1.0,freedom-global-token-1-0,Ethereum,,approved,2023-11-10,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Freedom%20Global%20Token%201.0%20KYC%20Certificate.png,,
WISETOOLS,wisetools,Ethereum,,approved,2023-12-11,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/WISETOOLS%20KYC%20Certificate.png,https://github.com/Assure-DeFi/Audits/blob/main/WiseTools_ERC%2020%20Token_12_14_23.pdf,
Friends with Benefits,friends-with-benefits,,,approved,2023-10-20,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Friends%20with%20Benefits%20KYC%20Certificate.png,,
Smart Chain Ventures,smart-chain-ventures,,,approved,2023-03-29,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Smart%20Chain%20Ventures%20KYC%20Certificate.png,,
OTO Motors,oto-motors,,,approved,2021-01-01,none,,,kyc-only,no,,,
loudbeats,loudbeats,,,approved,2023-04-04,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/loudbeats%20KYC%20Certificate.png,,
Chiba Neko,chiba-neko,Ethereum,0xbe9f4f6c8dadb2ac61f31eb1f5171e27d8552df7,approved,2023-10-26,none,,,kyc-only,yes,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/CHIBA%20NEKO%20KYC%20Certificate.png,,
DonutSwap,donutswap,Ethereum,,approved,2024-06-04,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/DonutSwap%20KYC%20Certificate.png,,
Rising Giraffes,rising-giraffes,,,approved,2023-03-24,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Rising%20Giraffes%20KYC%20Certificate.png,,
BandZai,bandzai,Ethereum,0x9424fde68418b71ea1d3de95547ef67f4dc8f573,approved,2023-11-24,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Bandzai%20KYC%20Certificate.png,,
The Krypto Miners Club,the-krypto-miners-club,,,approved,2023-02-24,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/The%20Krypto%20Miners%20Club%20KYC%20Certificate.png,,
DATANOMIKA,datanomika,Ethereum,0xd675fa35655a7a78bb3803929f456e135417c0e9,approved,2023-10-22,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/DATANOMIKA%20KYC%20Certificate.png,,
Goliath,goliath,Ethereum,,rejected,2023-06-09,none,,,rejected,no,,,
ROAI Scalper,roai-scalper,Ethereum,0x11a2bf09f5b97689e6038f2b67ed9995d4042ac6,approved,2025-04-12,completed,,,full,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/ROAI%20Scalper%20KYC%20Certificate.png,,
Random Defi,random-defi,Arbitrum,0xcb0c6c0325d3aa14d2bbe686f9f95b003326023f,rejected,2023-03-14,none,,,rejected,no,,,
NeuraVox,neuravox,Ethereum,0xb5274d9f803b4b15607c6e180ef8f68fe990f73b,approved,2025-01-10,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/NeuraVox%20KYC%20Certificate.png,,
Dove Finance,dove-finance,,,approved,2021-01-01,none,,,kyc-only,no,,,
Saitanobi,saitanobi,,0x5e9f35e8163c44cd7e606bdd716abed32ad2f1c6,approved,2021-01-01,none,,,kyc-only,no,,,
crosterix,crosterix,Ethereum,,approved,2026-01-20,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Crosterix%20KYC%20Certificate.png,,
MODUS,modus,AirDAO,0x8a3869d8b77f7989b29a293e3491d77ea8654dc2,approved,2024-03-08,completed,2024-04-05,90,full,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/MODUS%20KYC%20Certificate.png,https://github.com/Assure-DeFi/Audits/blob/main/MODUS_V6_04_05_24.pdf https://github.com/Assure-DeFi/Audits/blob/main/MODUS_V3_02_12_24.pdf https://github.com/Assure-DeFi/Audits/blob/main/MODUS_V5_04_05_24.pdf https://github.com/Assure-DeFi/Audits/blob/main/MODUS_V2_02_02_24.pdf https://github.com/Assure-DeFi/Audits/blob/main/Modus_ERC%2020_01_26_2024.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/MODUS_MAIN_04_05_24.png
FUBU Inu,fubu-inu,,,approved,2021-01-01,none,,,kyc-only,no,,,
Despoke,despoke,Ethereum,0x658d94771f9e3c3af0b96b455d748129255ffa4e,approved,2025-01-08,none,,,kyc-only,yes,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Despoke%20KYC%20Certificate.png,,
Jammas Arcade,jammas-arcade,Bitrock,0xfaf9a02db868cb557aa9ef6c9eeaac34afd013e2,approved,2024-04-04,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Jammas%20Arcade%20KYC%20Certificate.png,,
BONGO,bongo,Solana,,approved,2024-03-24,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/BONGO%20KYC%20Certificate.png,,
SHARBI,sharbi,Ethereum,0x9bd20ed5be5e1b50cdbb28270a2f0815d9d23af3,approved,2024-02-02,none,,,kyc-only,yes,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/SHARBI%20KYC%20Certificate.png,https://github.com/Assure-DeFi/Audits/blob/main/SHARBI_API_08_11_25.pdf https://github.com/Assure-DeFi/Audits/blob/main/SHARBI_APP_08_11_25.pdf https://github.com/Assure-DeFi/Audits/blob/main/SHARBI_CONTRACTS_08_11_25.pdf https://github.com/Assure-DeFi/Audits/blob/main/SHARBI_API_07_28_25.pdf https://github.com/Assure-DeFi/Audits/blob/main/SHARBI_APP_07_28_25.pdf https://github.com/Assure-DeFi/Audits/blob/main/SHARBI_CONTRACTS_07_28_25.pdf,
InfluenceHer,influenceher,Ethereum,0x7a097173f1c9e78d84800381c1da649b688cd823,approved,2025-06-15,none,,,kyc-only,yes,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/InfluenceHer%20KYC%20Certificate.png,,
Bitrock,bitrock,Ethereum,0xde67d97b8770dc98c746a3fc0093c538666eb493,approved,2023-08-05,none,,,kyc-only,yes,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Bitrock%20KYC%20Certificate.png,,
SELF,self,,0x50c34995a273075a80c23625f69f40d56ce414de,approved,2023-01-05,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/SELF%20KYC%20Certificate.png,,
DAWKOINS,dawkoins,Solana,7cb67ev3jvbkaah1tnvm8fl8wfq96sa2tybyexajqx8n,approved,2024-03-26,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/DAWKOINS%20KYC%20Certificate.png,,
Darkveil,darkveil,Solana | Ethereum,f1qmooyujr3x7mktgenwvfg4elbk429bamqdcyztveil,approved,2025-11-03,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Darkveil%20KYC%20Certificate.png,,
ETF Swap,etf-swap,Ethereum,0x53ea0e52f4a20000665d47be1dd7b0184dee8277,rejected,2024-07-01,none,,,rejected,no,,,
DSQ Solutions,dsq-solutions,Ethereum,0x7340ea46360576dc46ef49bce99bc5072c32421d,approved,2024-05-04,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/DSQ%20Solutions%20KYC%20Certificate.png,,
MevX,mevx,Solana,,approved,2024-08-14,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/MevX%20KYC%20Certificate.png,,
Nomoex,nomoex,BSC,tba,approved,2024-07-10,completed,2024-07-12,91,full,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Nomoex%20KYC%20Certificate.png,https://github.com/Assure-DeFi/Audits/blob/main/NOMOEX_TOKEN_07_11_24.pdf https://github.com/Assure-DeFi/Audits/blob/main/NOMOEX_TOKEN_ADV_07_11_24.pdf,
Cygnus Network,cygnus-network,BSC,,approved,2024-04-01,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Cygnus%20Network%20KYC%20Certificate.png,https://github.com/Assure-DeFi/Audits/blob/main/Cygnus%20Network_Token_DAO_02_02_24.pdf,
Hyperpool,hyperpool,Ethereum,,approved,2024-10-26,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Hyperpool%20KYC%20Certificate.png,,
IOTAI,iotai,,0xd8e154ede9401dabb860fe84fecd2761b895bc50,none,2025-07-25,completed,,,audit-only,yes,,https://github.com/Assure-DeFi/Audits/blob/main/IOTAI_ADV_07_25_25.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/IOTAI_ADV_07_25_25.png
Solarbeam,solarbeam,,0x6bd193ee6d2104f14f94e2ca6efefae561a4334b,approved,2021-01-01,none,,,kyc-only,no,,,
Blockchain Web Services,blockchain-web-services,Ethereum,0xaade1d6701173bd924c9de2d56a00ef4e3d9de4d,approved,2024-10-17,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Blockchain%20Web%20Services%20KYC%20Certificate.png,,
Rockocoin,rockocoin,Bitrock,0x55042d507502a703e6cae5ee8534d784155d58a4,approved,2024-04-02,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Rockocoin%20KYC%20Certificate.png,,
Ask Me Anything,ask-me-anything,,,approved,2021-01-01,none,,,kyc-only,no,,,
IDOSCAN,idoscan,,0x1da25d0a242c3b42d6774e0a41d5a142e127f891,approved,2021-01-01,none,,,kyc-only,no,,,
Futurum Gaming,futurum-gaming,Ethereum,,approved,2023-12-13,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Futurum%20Gaming%20KYC%20Certificate.png,,
Brainiac Finance,brainiac-finance,,,approved,2022-08-29,none,,,kyc-only,no,,,
Pepe Max,pepe-max,Ethereum,0x70313803ab81fd8a0fd946382f001557c6618d7d,approved,2023-07-19,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Pepe%20Max%20KYC%20Certificate.png,,
Wicked Bet,wicked-bet,Ethereum,0xa9049425b938c46ac3e312d4cdaeccb26282aeb2,approved,2023-09-11,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Wicked%20Bet%20KYC%20Certificate.png,,
Zenith Wallet,zenith-wallet,Ethereum,0x52d30b949bdbc63780e5a263cf436d4df983fe58,approved,2023-08-26,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Zenith%20Wallet%20KYC%20Certificate.png,,
V8COIN,v8coin,Ethereum,0x7b9c4a01f45d91cdb8b8966385783fc0745dcc77,approved,2025-06-29,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/V8COIN%20KYC%20Certificate.png,,
Grow Mine Operation,grow-mine-operation,,0xb953433bd0f041d61fae7be030707867eb78b48e,approved,2022-11-29,none,,,kyc-only,no,,,
Wanta-Inu,wanta-inu,,0x649c0aad2aa77dad6a87b012e22c8b965fddb777,approved,2021-01-01,none,,,kyc-only,no,,,
Oxy-Fi,oxy-fi,,,approved,2021-01-01,none,,,kyc-only,no,,,
Slash Protocol,slash-protocol,,0x755e83f560335e6bb8e45e44460ec4af598e24c9,approved,2021-01-01,none,,,kyc-only,no,,,
GMBot,gmbot,Ethereum,,approved,2023-10-28,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/GMBot%20KYC%20Certificate.png,,
Chips Protocol,chips-protocol,Solana,,approved,2025-04-24,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Chips%20Protocol%20KYC%20Certificate.png,,
Zeus Node Finance,zeus-node-finance,,0x4156f18bf7c1ef04248632c66aa119de152d8f2e,approved,2021-01-01,none,,,kyc-only,no,,,
WyndBlast,wyndblast,,0xbf1230bb63bfd7f5d628ab7b543bcefa8a24b81b,approved,2021-01-01,none,,,kyc-only,no,,,
MusesNFT,musesnft,,0x15dd9a1ad0b3edccdeefbd23ab6b8de5cfa81272,approved,2021-01-01,none,,,kyc-only,no,,,
Boom,boom,Ethereum,0xcae20327b9d7f3d4b292dd4c17c0a4dd8e6d2959,approved,2023-08-03,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Boom%20KYC%20Certificate.png,,
Telepad AI,telepad-ai,BSC,0xeb0947d18af3946cc4f6eabe2d6fb80c318005c4,approved,2025-04-03,none,,,kyc-only,yes,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Telepad%20AI%20KYC%20Certificate.png,,
Schrodinger,dinger,,0x9e5bd9d9fad182ff0a93ba8085b664bcab00fa68,approved,2021-01-01,none,,,kyc-only,no,,,
Syntor AI,syntor-ai,Ethereum,0x21e133e07b6cb3ff846b5a32fa9869a1e5040da1,none,2025-06-10,completed,,,audit-only,yes,,https://github.com/Assure-DeFi/Audits/blob/main/SyntorAI_ADV_06_12_25.pdf https://github.com/Assure-DeFi/Audits/blob/main/SyntorAI_ADV_06_10_25.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/SyntorAI_ADV_06_12_25.png
DunaldPump,dunaldpump,Bitrock,0x6ca9faf50879752fcd4395294ba31f5e2733edaa,approved,2024-04-02,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/DunaldPump%20KYC%20Certificate.png,,
Genbox.ai,genboxai,Ethereum,,rejected,2024-04-18,none,,,rejected,no,,,
The Potts Posse,the-potts-posse,,,approved,2022-07-08,none,,,kyc-only,no,,,
Benzswap,benzswap,Bitrock,,rejected,2023-10-19,none,,,rejected,no,,,
CRAZE,craze,Ethereum,0xa4eb7b9ff16823fb632dfb241282271bf8b55b6d,approved,2024-12-03,completed,,,full,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/CRAZE%20KYC%20Certificate.png,https://github.com/Assure-DeFi/Audits/blob/main/CRAZE_TOKEN_12_03_24.pdf,
Human VS Zombie,human-vs-zombie,,,approved,2021-01-01,none,,,kyc-only,no,,,
Coopy,coopy,Ethereum,,approved,2024-05-02,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Coopy%20KYC%20Certificate.png,,
MIPEPE,mipepe,BSC,0xe74865bb59c9a8802756d46329dbe27f1734e01a,approved,2023-05-30,none,,,kyc-only,no,,,
Pumptopia,pumptopia,,0xc0b182b2e06164568a3310ca1086e9bf19209e6c,approved,2021-01-01,none,,,kyc-only,no,,,
Moonreum,moonreum,Ethereum,0x5144f3e4122128b1fadeafa758961946124e0fce,approved,2023-10-13,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Moonreum%20KYC%20Certificate.png,https://github.com/Assure-DeFi/Audits/blob/main/Moonreum_ERC%2020%20Token_10_11_2023.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/Moonreum_ERC%2020%20Token_10_10_2023.png
UXOSAI,uxosai,Ethereum,0xd591b0bc0d937b9df9b6eb4e62e908706300dfc5,approved,2025-01-04,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/UXOS%20AI%20KYC%20Certificate.png,,
BAMS,bams,Ethereum,0x743276c227f0f9004c018ee8454247fb4f2efe16,approved,2023-09-22,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/BAMS%20KYC%20Certificate.png,,
SAIGE,saige,Ethereum,,approved,2025-11-27,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/SAIGE%20KYC%20Certificate.png,,
Pineapple dex,pineapple-dex,Ethereum,0x129e5915326ed86f831b0e035acda34b209633d5,approved,2025-02-15,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/PineappleDex%20KYC%20Certificate.png,,
GnomeLand,gnomeland,Ethereum,not deployed,none,,completed,2024-02-09,85,audit-only,no,,https://github.com/Assure-DeFi/Audits/blob/main/GnomeLand_NFT_02_09_24.pdf,
